NAME;CATEGORY
LAKE RIDGE PHARMACY;PHARMACY
LAKE WEST WHC PHARMACY;PHARMACY
LAKE WHITNEY MEDICAL CENTER;PHARMACY
LAKE WOODLANDS SURGICAL CENTER;PHARMACY
LAKE WORTH PHARMACY;PHARMACY
LAKEPOINTE PHARMACY ;PHARMACY
LAKES AREA PHARMACY;PHARMACY
LAKESIDE PHARMACY SOUTH;PHARMACY
LAKESIDE PHARMACY;PHARMACY
LAKEWAY REGIONAL MEDICAL CENTER;PHARMACY
LALLANA PHARMACY;PHARMACY
LAMAR PLAZA DRUG STORE;PHARMACY
LAMAR UNIVERSITY HEALTH CENTER;PHARMACY
LAMB HEALTHCARE CENTER;PHARMACY
LAMBERT PHARMACY;PHARMACY
LANCASTER ADULT OUTPATIENT;PHARMACY
LANGLEYS PHARMACY;PHARMACY
LANRX PHARMACY;PHARMACY
LANSDOWNE PHARMACY;PHARMACY
LANTZS PHARMACY;PHARMACY
LAREDO DIGESTIVE HEALTH CENTER;PHARMACY
LAREDO DOWNTOWN PHARMACY INC;PHARMACY
LAREDO HOME INFUSION;PHARMACY
LAREDO MEDICAL CENTER;PHARMACY
LAREDO PHARMACY;PHARMACY
LAREDO SPECIALTY HOSPITAL;PHARMACY
LARSONS PHARMACY;PHARMACY
LARSONS COSMETIC AND BREAST SURGERY CENT;PHARMACY
LAS COLINAS MEDICAL CENTER;PHARMACY
LAS COLINAS PHARMACY;PHARMACY
LAS COLINAS SURGERY CENTER;PHARMACY
LAS MILPAS PHARMACY;PHARMACY
LAS PALMAS PHARMACY;PHARMACY
LAS PALMAS REHABILITATION HOSP;PHARMACY
LAURAS PHARMACY;PHARMACY
LAUREL FAMILY DRUG;PHARMACY
LAUREL HEIGHTS PHARMACY;PHARMACY
LAUREL RIDGE TREATMENT CENTER;PHARMACY
LAVACA MEDICAL CENTER;PHARMACY
LAWRENCE BROS. PHARMACY ;PHARMACY
LA_SANTE;PHARMACY
LDI PHARMACY;PHARMACY
LE SAINT-FRANÇOIS;PHARMACY
LEE PHARMACY;PHARMACY
LEE SILSBY COMPOUNDING;PHARMACY
LEES PHARMACY  MEDICAL;PHARMACY
LEES PHARMACY INFUSION SVCS;PHARMACY
LEES PHARMACY NORTH;PHARMACY
LEGACY COMMUNITY HEALTH SVCS;PHARMACY
LEGACY ER;PHARMACY
LEGACY PHARMACY;PHARMACY
LEGACY SURGERY CENTER OF;PHARMACY
LEGENDS PHARMACY II;PHARMACY
LEGENDS PHARMACY;PHARMACY
LEITERS PHARMACY;PHARMACY
LEONARD PHARMACY;PHARMACY
LEONARDS PRESCRIPTION PHCY;PHARMACY
LEW STERRETT JUSTICE CENTER;PHARMACY
LEWISVILLE MEDICAL PHARMACY;PHARMACY
LEWISVILLE SURGERY CENTER;PHARMACY
LE_BON_REMEDE;PHARMACY
LHC GROUP PHARMACEUTICAL SVCS;PHARMACY
LIBERTY DRUGS;PHARMACY
LIBERTY PHARMACY;PHARMACY
LIBERTY-DAYTON REGIONAL;PHARMACY
LIDDYS PHARMACY;PHARMACY
LIFE PHARMACY;PHARMACY
LIFECARE HOSPITALS OF DALLAS;PHARMACY
LIFECARE HOSPITALS OF FT WORTH;PHARMACY
LIFECARE HOSPITALS OF PLANO;PHARMACY
LIFECARE HOSPITALS OF SAN ANTONIO;PHARMACY
LIFECARE HOSPITALS OF SOUTH TEXAS-NORTH;PHARMACY
LIFECARE HOSPITALS OF SOUTH TEXAS-SOUTH;PHARMACY
LIFECARE PHARMACY;PHARMACY
LIFECHEK PHARMACY;PHARMACY
LIFEPATH PHARMACY;PHARMACY
LIFETIME RX PHARMACY;PHARMACY
LIFEWATCH PHARMACY;PHARMACY
LILA PHARMACY;PHARMACY
LILLIAN M HUDSPETH MEMORIAL;PHARMACY
LIMESTONE MEDICAL CENTER;PHARMACY
LINDBERG PHARMACY;PHARMACY
LINDSEYS PHARMACY;PHARMACY
LINOS PHARMACY;PHARMACY
LION OF PHARMACY;PHARMACY
LITTLE ELM PHARMACY;PHARMACY
LITTLE RIVER HEALTHCARE;PHARMACY
LITTLE YORK PHARMACY;PHARMACY
LIVE OAK COMMUNITY HEALTH CENTER;PHARMACY
LIVE OAK PHARMACY;PHARMACY
LIVE WELL DRUGSTORE;PHARMACY
LIVINGSTON PHARMACY;PHARMACY
LLANO SPECIALTY HOSPITAL;PHARMACY
LLEWELLYNS INC;PHARMACY
LM PHARMACY;PHARMACY
LMC NORTH;PHARMACY
LMC PHARMACY;PHARMACY
LOCK DRUG;PHARMACY
LOEHLE PHARMACY;PHARMACY
LOGIMEDIX;PHARMACY
LOMBARD APOTHECARY;PHARMACY
LOMBARDOS APOTHECARY;PHARMACY
LONE STAR BEHAVIORAL HEALTH CYPRESS;PHARMACY
LONE STAR COMMUNITY HEALTH CENTER INC;PHARMACY
LONESTAR AMBULATORY SURGICAL;PHARMACY
LONESTAR RX;PHARMACY
LONG PRAIRIE PHARMACY;PHARMACY
LONG TERM CARE RX;PHARMACY
LONGHORN HEALTH SOLUTIONS;PHARMACY
LONGHORN PHARMACY;PHARMACY
LONGVIEW REGIONAL MEDICAL CENT;PHARMACY
LONGVIEW WELLNESS CENTER;PHARMACY
LOPERS FAMILY PHARMACY;PHARMACY
LORD AND A PHARMACY INC;PHARMACY
LORDS OF THE STREETS;PHARMACY
LOS BARRIOS UNIDOS;PHARMACY
LOS EBANOS PHARMACY;PHARMACY
LOS EBANOS PHARMACY-NORTH;PHARMACY
LOS FRESNOS PHARMACY;PHARMACY
LOT PHARMA;PHARMACY
LOTUS PHARMACY;PHARMACY
LOTUSRX PHARMACY  MEDICAL SUP;PHARMACY
LOUIS MORGAN DRUGS;PHARMACY
LOVELACE SPECIALTY PHARMACY;PHARMACY
LOVING CARE PHARMACY;PHARMACY
LOVOI  SONS PHARMACIES INC;PHARMACY
LOWES MARKET PLACE PHCY ;PHARMACY
LOWES MARKETPLACE;PHARMACY
LOWES PHARMACY ;PHARMACY
LPE PHARMACY;PHARMACY
LSCC AM PHARMACY;PHARMACY
LSCC GEORGETOWN PHARMACY ;PHARMACY
LSCC OB/GYN;PHARMACY
LTC DYNAMICS;PHARMACY
LTC RX;PHARMACY
LUBBOCK CITY HEALTH DEPARTMENT;PHARMACY
LUBBOCK DERMATOLOGY PHARMACY;PHARMACY
LUBBOCK HEART HOSPITAL;PHARMACY
LUBBOCK IMPACT FREE CLINIC PHARMACY;PHARMACY
LUBBOCK STATE SUPPORTED LIVING;PHARMACY
LUFKIN ENDOSCOPY CENTER;PHARMACY
LUFKIN STATE SUPPORTED LIVING;PHARMACY
LULING COMMUNITY HEALTH CENTER;PHARMACY
LULING DISCOUNT PHARMACY;PHARMACY
LUMBERPORT PHARMACY;PHARMACY
LUNAS FRIENDLY PHARMACY INC;PHARMACY
LUPARELLOS CORNER PHARMACY;PHARMACY
LYNDON BAINES JOHNSON;PHARMACY
LYNN COUNTY HOSPITAL DISTRICT;PHARMACY
LYNNS PHARMACY HEWITT;PHARMACY
LYNNFIELD COMPOUNDING CENTER;PHARMACY
LYONS PHARMACY LLC;PHARMACY
LYONS PHARMACY;PHARMACY
MM PHARMACY;PHARMACY
MABANK FAMILY PHARMACY;PHARMACY
MACARTHUR SURGERY CENTER;PHARMACY
MACES PHARMACY;PHARMACY
MACPHAIL PHARMACY;PHARMACY
MADISON ST. JOSEPH HEALTH CNTR;PHARMACY
MADONNA PHARMACY INC;PHARMACY
MAGNOLIA HEALTH CENTER;PHARMACY
MAGNOLIA PHARMACY;PHARMACY
MAGNOLIA SPECIALTY PHARMACY INC;PHARMACY
MAIL-MEDS CLINICAL PHARMACY;PHARMACY
MAIN DRUG COMPANY INC;PHARMACY
MAIN MEDICAL PLAZA PHARMACY;PHARMACY
MAIN PHARMACY;PHARMACY
MAIN ST  PHARMACY;PHARMACY
MAIN ST PHARMACY;PHARMACY
MAIN STREET PHARMACY;PHARMACY
MAINLAND MEDICAL CENTER A;PHARMACY
MAINLAND PHARMACY INC;PHARMACY
MALAKOFF PRESCRIPTION SHOP INC;PHARMACY
MALE HEALTH CENTER;PHARMACY
MALLEYS FAMILY PHARMACY;PHARMACY
MALONEY PRESCRIPTION PHARMACY;PHARMACY
MAN PHARMACY;PHARMACY
MANDELLS CLINICAL PHARMACY;PHARMACY
MANN CATARACT SURGERY CENTER;PHARMACY
MANOR PHARMACY;PHARMACY
MANVEL PHARMACY;PHARMACY
MAPLE PLAZA WHC;PHARMACY
MAPLEWOOD AMBULATORY SURG CNTR;PHARMACY
MARCS PHARMACY;PHARMACY
MARIOS PHARMACY;PHARMACY
MARISTE PHARMACY;PHARMACY
MARITIME PHARMACY;PHARMACY
MARKET BASKET PHARMACY ;PHARMACY
MARKET STREET PHARMACY;PHARMACY
MARKS PHARMACY;PHARMACY
MARSHALL-HARRISON COUNTY;PHARMACY
MARTIN COUNTY HOSPITAL DIST;PHARMACY
MARTIN LUTHER KING;PHARMACY
MARTINS SAN JUAN DRUG INC;PHARMACY
MARTIN-TIPTON PHARMACY;PHARMACY
MARTINEZ PHARMACY;PHARMACY
MARTINS PHARMACY;PHARMACY
MARY P. LUCIO HEALTH CENTER;PHARMACY
MAS PHARMACY RX LLC;PHARMACY
MASSERA PHARMACY;PHARMACY
MASTERY PHARMACY SOUTH;PHARMACY
MASTERY PHARMACY;PHARMACY
MASWOSWES ALTERNATIVE PHCY;PHARMACY
MASWOSWES ALTERNATIVE PHY;PHARMACY
MATAGORDA CTY HEALTH DEPT;PHARMACY
MATAGORDA REGIONAL MEDICAL CNT;PHARMACY
MATERNAL  PEDIATRIC SERVICES;PHARMACY
MATLOCK  PHARMACY;PHARMACY
MATRIX HEALTH;PHARMACY
MATRIX PHARMACY;PHARMACY
MATTHEWS PHARMACY;PHARMACY
MAURICEVILLE FAMILY PHARMACY;PHARMACY
MAVIS O PHARMACY;PHARMACY
MAXIMUM CARE PHARMACY;PHARMACY
MAXIMUM HEALTH PHARMACY;PHARMACY
MAXOR CORRECTIONAL PHARMACY SERVICES;PHARMACY
MAXOR PHARMACIES;PHARMACY
MAYFLOWER PHARMACY;PHARMACY
MAYHILL HOSPITAL;PHARMACY
MAYO CLINIC PHARMACY;PHARMACY
MA_BONNE_SANTE;PHARMACY
MA_PHARMA;PHARMACY
MBS PHARMACY;PHARMACY
MCALLEN MEDICAL CENTER;PHARMACY
MCALLEN MEDICAL HEART HOSPITAL;PHARMACY
MCALLEN PHARMACY;PHARMACY
MCALLEN SURGICAL SPECIALTY PHARMACY;PHARMACY
MCCAMEY HOSPITAL;PHARMACY
MCCART PHARMACY;PHARMACY
MCCRORYS PHARMACY INC;PHARMACY
MCGUFF COMPOUNDING PHARMACY;PHARMACY
MCKESSON MEDICAL-SURGICAL;PHARMACY
MCKINNEY PHARMACY;PHARMACY
MCKINNEY SURGERY CENTER;PHARMACY
MCLANE CHILDRENS HOSPITAL-SCOTT  WHITE;PHARMACY
MCMAKIN PHARMACY;PHARMACY
MCNEASE DRUGS;PHARMACY
MCWILLIAMS PHARMACY;PHARMACY
MD AESTHETIC SURGERY CENTER;PHARMACY
MEADOWBROOK PHARMACY;PHARMACY
MEADOWS COMMUNITY PHARMACY;PHARMACY
MED 4 HOME;PHARMACY
MED CARE PHARMACY;PHARMACY
MED CHOICE PHARMACY;PHARMACY
MED EXPRESS PHARMACY;PHARMACY
MED PHARMACY RX OF AMERICA;PHARMACY
MED RX PHARMACY;PHARMACY
MED SHOP TOTAL CARE PHARMACY;PHARMACY
MED SPECIALTIES COUMPOUNDING;PHARMACY
MED STORE LLP;PHARMACY
MED VALT PHARMACY LLC;PHARMACY
MED-AID BICENTENNIAL PHARMACY;PHARMACY
MED-AID PHARMACY STONERIDGE;PHARMACY
MED-AID PHARMACY;PHARMACY
MED-CARE DIABETIC  MEDICAL;PHARMACY
MED-CARE INFUSION SERVICES INC;PHARMACY
MED-CARE PHARMACY;PHARMACY
MED-PHARM;PHARMACY
MED-PHARMACY I;PHARMACY
MED-TECH SPECIALTY PHARMACY;PHARMACY
MEDALWAYS PHARMACY;PHARMACY
MEDAUS PHARMACY;PHARMACY
MEDCARE PHARMACY;PHARMACY
MEDCARE RX PHARMACY;PHARMACY
MEDCART SPECIALTY PHARMACY;PHARMACY
MEDCENTER PHARMACY;PHARMACY
MEDCO CENTER FOR PHARMACOTHERAPEUTIC;PHARMACY
MEDCO HEALTH SOLUTIONS OF;PHARMACY
MEDCO HEALTH SOLUTIONS;PHARMACY
MEDCO HEALTH;PHARMACY
MEDCO SPECIALTY PHARMACY;PHARMACY
MEDCO;PHARMACY
MEDEX BIOCARE;PHARMACY
MEDEX PHARMACY;PHARMACY
MEDFRONT PHARMACY;PHARMACY
MEDI PRO INTERNATIONAL PHARMACY;PHARMACY
MEDI-DRIVE PHARMACY;PHARMACY
MEDI-MART PHARMACY;PHARMACY
MEDI-PARK PHARMACY;PHARMACY
MEDI-PLUS PHARMACY;PHARMACY
MEDI-RX DRUGS;PHARMACY
MEDI-SCRIPT PHARMACY;PHARMACY
MEDI-STAT RX;PHARMACY
MEDIC ONE PHARMACY;PHARMACY
MEDIC PHARMACY AND GIFTS;PHARMACY
MEDIC PHARMACY;PHARMACY
MEDICAL ARTS DRUG CO;PHARMACY
MEDICAL ARTS HOSPITAL;PHARMACY
MEDICAL ARTS PHARMACY SERVICES;PHARMACY
MEDICAL ARTS PHARMACY;PHARMACY
MEDICAL ARTS SURGERY CENTER;PHARMACY
MEDICAL CENTER FAMILY PHARMACY;PHARMACY
MEDICAL CENTER HOSPITAL FAMILY;PHARMACY
MEDICAL CENTER HOSPITAL;PHARMACY
MEDICAL CENTER OF ARLINGTON;PHARMACY
MEDICAL CENTER OF LEWISVILLE;PHARMACY
MEDICAL CENTER OF MCKINNEY;PHARMACY
MEDICAL CENTER OF PLANO;PHARMACY
MEDICAL CENTER PHARMACY;PHARMACY
MEDICAL CENTER PHARMACY-HOUSTON;PHARMACY
MEDICAL CITY DALLAS AMBULATORY;PHARMACY
MEDICAL CITY DALLAS HOSPITAL;PHARMACY
MEDICAL PARK PHARMACY;PHARMACY
MEDICAL PARK TOWER PHARMACY;PHARMACY
MEDICAL PARK TOWER SURGERY CTR;PHARMACY
MEDICAL PLAZA PHARMACY AT;PHARMACY
MEDICAL PLAZA PHARMACY;PHARMACY
MEDICAL SQUARE PHARMACY;PHARMACY
MEDICAL VILLAGE SURGERY CENTER;PHARMACY
MEDICAMENT_EN_LIGNE;PHARMACY
MEDICAP PHARMACY;PHARMACY
MEDICATE CENTRAL PHARMACY;PHARMACY
MEDICATION STATION;PHARMACY
MEDICINE BOX PHARMACY;PHARMACY
MEDICINE CHEST ;PHARMACY
MEDICINE CHEST INSTITUTIONAL;PHARMACY
MEDICINE CHEST PHARMACY;PHARMACY
MEDICINE MAN PHARMACY - PT LAVACA;PHARMACY
MEDICINE MAN PHARMACY;PHARMACY
MEDICINE SHOPPE PHARMACY;PHARMACY
MEDICINE SHOPPE;PHARMACY
MEDICINE+ PHARMACY;PHARMACY
MEDIMIX SPECIALTY PHARMACY;PHARMACY
MEDINA COUNTY HEALTH UNIT;PHARMACY
MEDINA COUNTY HOSPITAL;PHARMACY
MEDISTAR HEALTHCARE;PHARMACY
MEDITEX PHARMACY;PHARMACY
MEDLIN PHARMACY;PHARMACY
MEDLINK PHARMACY;PHARMACY
MEDPARK PHARMACY;PHARMACY
MEDPLUS RX;PHARMACY
MEDPOINT PHARMACY;PHARMACY
MEDPRO PHARMACY ;PHARMACY
MEDPRO PHARMACY AND WELLNESS CTR;PHARMACY
MEDQUEST PHARMACY;PHARMACY
MEDRITE PHARMACY INC;PHARMACY
MEDRX COMPOUNDING  PHARMACY;PHARMACY
MEDS AT HOME;PHARMACY
MEDS FOR VETS LLC;PHARMACY
MEDSAVER PHARMACY;PHARMACY
MEDSAVERS PHARMACY;PHARMACY
MEDSCRIPTS MEDICAL PHARMACY;PHARMACY
MEDSHOPPE RX PHARMACY;PHARMACY
MEDSOURCE RX PHARMACY;PHARMACY
MEDSTAR PHARMACY;PHARMACY
MEDTRONIC PHARMACY;PHARMACY
MEDVANTX PHARMACY SERVICES;PHARMACY
MEDVEDS  PHARMACY;PHARMACY
MEDWAY INFUSION SERVICES;PHARMACY
MEDWORLD PHARMACY INC;PHARMACY
MEDX PHARMACY;PHARMACY
MEGS DISCOUNT PHARMACY;PHARMACY
MELROSE PHARMACY;PHARMACY
MELS DRUG WORLD;PHARMACY
MELS MARPLE PHARMACY;PHARMACY
MELWOOD DRUG COMPANY;PHARMACY
MEMORIAL CARE PHARMACY;PHARMACY
MEMORIAL COMPOUNDING PHARMACY;PHARMACY
MEMORIAL EMERGENCY CENTER;PHARMACY
MEMORIAL ENDOSCOPY CENTER;PHARMACY
MEMORIAL HEIGHTS EMERGENCY CENTER;PHARMACY
MEMORIAL HERMANN 24HR EMERGENCY CENTER;PHARMACY
MEMORIAL HERMANN CONVENIENT CARE CENTER;PHARMACY
MEMORIAL HERMANN DIGESTIVE DISEASE;PHARMACY
MEMORIAL HERMANN ENDOSCOPY;PHARMACY
MEMORIAL HERMANN HEALTH CENTER FOR SCHOO;PHARMACY
MEMORIAL HERMANN HEALTH CNTRS;PHARMACY
MEMORIAL HERMANN HEALTH CTRS FOR;PHARMACY
MEMORIAL HERMANN HEALTH CTRS;PHARMACY
MEMORIAL HERMANN HOME HEALTH PHARMACY;PHARMACY
MEMORIAL HERMANN HOSPITAL;PHARMACY
MEMORIAL HERMANN KATY HOSPITAL;PHARMACY
MEMORIAL HERMANN MEDICAL GROUP;PHARMACY
MEMORIAL HERMANN MEMORIAL CITY;PHARMACY
MEMORIAL HERMANN MEMORIAL;PHARMACY
MEMORIAL HERMANN NORTHEAST;PHARMACY
MEMORIAL HERMANN NORTHWEST;PHARMACY
MEMORIAL HERMANN SOUTHEAST;PHARMACY
MEMORIAL HERMANN SOUTHWEST HOS;PHARMACY
MEMORIAL HERMANN SPECIALTY;PHARMACY
MEMORIAL HERMANN SUGAR LAND;PHARMACY
MEMORIAL HERMANN SURGER CENTER WOODLANDS;PHARMACY
MEMORIAL HERMANN SURGERY;PHARMACY
MEMORIAL HERMANN SURGICAL HOSPITAL;PHARMACY
MEMORIAL HERMANN THE WOODLANDS;PHARMACY
MEMORIAL HERMANN;PHARMACY
MEMORIAL HOSPITAL PHARMACY;PHARMACY
MEMORIAL HOSPITAL;PHARMACY
MEMORIAL MEDICAL CENTER;PHARMACY
MEMORIAL MEDICAL CTR OF EAST;PHARMACY
MEMORIAL PHARMACY;PHARMACY
MEMORIAL SPECIALITY HOSPITAL;PHARMACY
MEMORIAL SURGICAL SOLUTIONS;PHARMACY
MEMPHIS DRUG;PHARMACY
MERCURY-DRIVE PHARMACY;PHARMACY
MERIDELL WESTWOOD PHARMACY;PHARMACY
MERIDIAN PHARMACY GROUP AT;PHARMACY
MERIDIAN PHARMACY GROUP;PHARMACY
MERIDIAN PLASTIC SURGERY CNTR;PHARMACY
MERKEL DRUG CO;PHARMACY
MESA HILLS SPECIALTY HOSPITAL;PHARMACY
MESQUITE EMPLOYEE HEALTH CENTE;PHARMACY
MESQUITE REHABILITATION;PHARMACY
MESQUITE SPECIALTY HOSPITAL;PHARMACY
METHODIST AMBULATORY SURGERY;PHARMACY
METHODIST BOERNE EMERGENCY CENTER;PHARMACY
METHODIST CHARLTON MEDICAL;PHARMACY
METHODIST DALLAS MEDICAL CNTR;PHARMACY
METHODIST HOSPITAL FOR SURGERY;PHARMACY
METHODIST HOSPITAL PHARMACY;PHARMACY
METHODIST KIRBY EMERGENCY CARE CENTER;PHARMACY
METHODIST MANSFIELD MEDICAL;PHARMACY
METHODIST REHABILITATION;PHARMACY
METHODIST RETAIL PHARMACY;PHARMACY
METHODIST RICHARDSON MEDICAL CENTER;PHARMACY
METHODIST SPECIALTY AND;PHARMACY
METHODIST STONE OAK HOSPITAL;PHARMACY
METHODIST SUGAR LAND HOSPITAL;PHARMACY
METHODIST TEXSAN HOSPITAL A;PHARMACY
METHODIST WEST HOUSTON;PHARMACY
METHODIST WILLOWBROOK HOSPITAL;PHARMACY
METRO DRUGS 3RD AVE CORP;PHARMACY
METRO DRUGS HOBOKEN LLC;PHARMACY
METRO I.D. ASSOCIATES LTD. LLP;PHARMACY
METROHEALTH PHARMACY;PHARMACY
METROPLEX HOSPITAL;PHARMACY
METROPOLITAN METHODIST HOSP;PHARMACY
METSCRIPT PHARMACY;PHARMACY
MEXIA STATE SUPPORTED LIVING;PHARMACY
MEYERLAND PHARMACY;PHARMACY
MGS PHARMACY INC;PHARMACY
MI DOCTOR - ALDINE;PHARMACY
MI DOCTOR PHARMACY SEMINARY;PHARMACY
MI DOCTOR PHARMACY;PHARMACY
MI DOCTOR SPRING VALLEY;PHARMACY
MI DOCTOR WEBB CHAPEL;PHARMACY
MICROSURGERY INSTITUTE OF HOUSTON;PHARMACY
MICROSURGERY INSTITUTE;PHARMACY
MID VALLEY PHARMACY;PHARMACY
MIDCITIES PHARMACY;PHARMACY
MIDLAND HEALTH AND SENIOR;PHARMACY
MIDLAND MEMORIAL HOSPITAL;PHARMACY
MIDLAND MEMORIAL OUTPATIENT;PHARMACY
MIDTOWN SPECIALTY RX;PHARMACY
MIDWAY FAMILY PLANNING INC;PHARMACY
MIKES GIBSON PHARMACY;PHARMACY
MIKES PHARMACY;PHARMACY
MILAM COUNTY HEALTH DEPARTMENT;PHARMACY
MILLENNIUM PHARMACY;PHARMACY
MILLER DRUGS INC;PHARMACY
MILLER PHARMACY;PHARMACY
MILLERS OF WYCKOFF;PHARMACY
MILLERS PHARMACY;PHARMACY
MILLWOOD HOSPITAL;PHARMACY
MINYARD PHARMACY;PHARMACY
MIRA VISTA PHARMACY;PHARMACY
MISSION HOSPITAL;PHARMACY
MISSION PHARMACY;PHARMACY
MISSION PLAZA PHARMACY;PHARMACY
MISSION ROAD PHARMACY;PHARMACY
MISSION TRAIL BAPTIST HOSPITAL;PHARMACY
MISSION TRAVIS MERCY;PHARMACY
MITCHELL COUNTY HOSP. PHARMACY;PHARMACY
MMS SOLUTIONS;PHARMACY
MOBILECARE PHARMACY;PHARMACY
MODERN AUTOMATED PHARMACY;PHARMACY
MODERN PHARMACY;PHARMACY
MOMS PHARMACY INC;PHARMACY
MONTGOMERY COUNTY MENTAL;PHARMACY
MON_COIN_SANTE;PHARMACY
MOORE THAN MEDICINE;PHARMACY
MOORES CITY DRUG;PHARMACY
MOORES COMPOUNDING PHARMACY;PHARMACY
MOORES PHARMACY INC;PHARMACY
MORNING STAR PHARMACY  MEDICAL SUPPLY I;PHARMACY
MORNING STAR PHARMACY;PHARMACY
MORNINGSIDE MINISTRIES PHCY;PHARMACY
MOTHER FRANCES HOSPITAL;PHARMACY
MOTHERLAND RX;PHARMACY
MOUNTAIN CARE PHARMACY;PHARMACY
MOUNTAIN VALLEY PHARMACY;PHARMACY
MR ZS PHARMACY;PHARMACY
MS PHARMACY;PHARMACY
MT. PLEASANT SURGERY CENTER;PHARMACY
MUECKE PRESCRIPTION SHOPPE;PHARMACY
MUENSTER MEMORIAL HOSPITAL;PHARMACY
MUENSTER PHARMACY;PHARMACY
MULESHOE AREA MEDICAL CENTER;PHARMACY
MUSTANG ENGINEERING TAKE CARE;PHARMACY
MY PHARMACY;PHARMACY
N W SURGERY CENTER;PHARMACY
NACOGDOCHES MEDICAL CNTR HOSP;PHARMACY
NACOGDOCHES MEMORIAL HOSPITAL;PHARMACY
NACOGDOCHES SURGERY CENTER;PHARMACY
NAHS PHARMACY;PHARMACY
NATIONAL CENTRAL PHARMACY;PHARMACY
NATIONAL INSTITUTIONAL PHARMAC;PHARMACY
NATIONAL PHARMACY OF TEXAS;PHARMACY
NATIONSMED HEALTHCARE;PHARMACY
NATURALMED APOTHECARY;PHARMACY
NATURECARE PHARMACY;PHARMACY
NAUS ENFIELD PHARMACY;PHARMACY
NAVARRO REGIONAL HOSPITAL;PHARMACY
NBJ PHARMACY INC;PHARMACY
NEIGHBORCARE ROANOKE;PHARMACY
NEIGHBORCARE-EAGLES TRACE;PHARMACY
NEIGHBORHOOD DIABETES INC;PHARMACY
NEIGHBORHOOD EMERGENCY CENTER;PHARMACY
NEIGHBORHOOD PHARMACY;PHARMACY
NEIGHBORS EMERGENCY CENTER;PHARMACY
NELSON PHARMACY;PHARMACY
NELSON-TEBEDO HEALTH RESOURCE;PHARMACY
NETCARE PHARMACY;PHARMACY
NEUROPSYCHIATRIC CENTER OF;PHARMACY
NEW BRAUNFELS REGIONAL REHABILITATION HO;PHARMACY
NEW CARE PHARMACY INC;PHARMACY
NEW DAY PHARMACY;PHARMACY
NEW DIMENSION PHARMACY;PHARMACY
NEW ENGLAND COMPOUNDING CENTER;PHARMACY
NEW ENGLAND MAIL ORDER PHY;PHARMACY
NEW ERA PHARMACY;PHARMACY
NEXUS SPECIALTY HOSPITAL;PHARMACY
NIBA II;PHARMACY
NIBA PHARMACY;PHARMACY
NICHOLS SOUTHSIDE PHARMACY;PHARMACY
NICHOLS WESTWOOD PHARMACY;PHARMACY
NIKO RX PHARMACY;PHARMACY
NISSAN FAMILY PHARMACY;PHARMACY
NIX COMMUNITY GENERAL HOSPITAL;PHARMACY
NIX HEALTH CARE SYSTEM;PHARMACY
NIX SPECIALTY HEALTH CENTER;PHARMACY
NOCONA GENERAL HOSPITAL;PHARMACY
NOELAS PHARMACY;PHARMACY
NOLEN PHARMACY;PHARMACY
NORMANS PHARMACY;PHARMACY
NORTEX MEDICAL PHARMACY;PHARMACY
NORTH AUSTIN MEDICAL CENTER;PHARMACY
NORTH AUSTIN SURGERY CENTER;PHARMACY
NORTH BROWNSVILLE AMBULATORY;PHARMACY
NORTH CARRIER SURGICENTER;PHARMACY
NORTH CENTRAL BAPTIST HOSPITAL;PHARMACY
NORTH CENTRAL PHARMACY;PHARMACY
NORTH CENTRAL SURGICAL CENTER;PHARMACY
NORTH CENTRAL TX COMMUNITY;PHARMACY
NORTH COLLINS PHARMACY;PHARMACY
NORTH CYPRESS EMERGENCY ROOM;PHARMACY
NORTH CYPRESS INFUSION CENTER;PHARMACY
NORTH CYPRESS MEDICAL CENTER EMERGENCY R;PHARMACY
NORTH CYPRESS MEDICAL CENTER;PHARMACY
NORTH CYPRESS VILLAGE PHARMACY;PHARMACY
NORTH DALLAS SURGICARE;PHARMACY
NORTH GARLAND SURGERY CENTER;PHARMACY
NORTH HILLS HOSPITAL;PHARMACY
NORTH HOUSTON MEDICAL PHARMACY;PHARMACY
NORTH JEFFERSON COUNTY CLINIC;PHARMACY
NORTH RICHLAND HILLS ENDOSCOPY;PHARMACY
NORTH RUNNELS HOSPITAL;PHARMACY
NORTH SHORE PHARMACY;PHARMACY
NORTH TEXAS GI CENTER;PHARMACY
NORTH TEXAS INFUSION AND;PHARMACY
NORTH TEXAS MEDICAL CENTER;PHARMACY
NORTH TEXAS STATE HOSPITAL;PHARMACY
NORTH TEXAS SURGERY CENTER;PHARMACY
NORTHEAST BAPTIST HOSPITAL;PHARMACY
NORTHEAST METHODIST HOSPITAL;PHARMACY
NORTHEAST SURGICAL CENTER;PHARMACY
NORTHSIDE HEALTH CENTER;PHARMACY
NORTHSTAR SURGICAL CENTER LP;PHARMACY
NORTHWEST CLINIC PHARMACY;PHARMACY
NORTHWEST HEALTH CENTER PHCY;PHARMACY
NORTHWEST HILLS AT DAVENPORT;PHARMACY
NORTHWEST HILLS SURGICAL;PHARMACY
NORTHWEST PHARMACY;PHARMACY
NORTHWEST TEXAS HOSPITAL;PHARMACY
NORTHWEST TEXAS SURGERY CENTER;PHARMACY
NOVIXUS PHARMACY SERVICES;PHARMACY
NUCARA PHARMACY ;PHARMACY
NUCARE PHARMACY;PHARMACY
NUESTRA CLINICA DEL VALLE;PHARMACY
